vocab_size not found in data/openwebtext/meta.pkl, using GPT-2 default of 50257
Initializing a new model from scratch
number of parameters: 50.96M
step 0: learning rate 0.00060000, train loss 10.9687, val loss 10.9745
step 15500: learning rate 0.00059911, train loss 10.9732, val loss 10.9761
step 15750: learning rate 0.00059908, train loss 10.9801, val loss 10.9867
step 16000: learning rate 0.00059905, train loss 10.9707, val loss 10.9752
step 16250: learning rate 0.00059902, train loss 10.9815, val loss 10.9778
step 16500: learning rate 0.00059899, train loss 10.9734, val loss 10.9764
step 16750: learning rate 0.00059896, train loss 10.9746, val loss 10.9736
step 17000: learning rate 0.00059893, train loss 10.9753, val loss 10.9756
step 17250: learning rate 0.00059890, train loss 10.9724, val loss 10.9779
step 17500: learning rate 0.00059887, train loss 10.9790, val loss 10.9770
step 17750: learning rate 0.00059883, train loss 10.9743, val loss 10.9817
step 18000: learning rate 0.00059880, train loss 10.9747, val loss 10.9806
step 18250: learning rate 0.00059877, train loss 10.9784, val loss 10.9835
step 18500: learning rate 0.00059873, train loss 10.9765, val loss 10.9791
step 18750: learning rate 0.00059870, train loss 10.9758, val loss 10.9694
step 19000: learning rate 0.00059867, train loss 10.9741, val loss 10.9812
step 19250: learning rate 0.00059863, train loss 10.9727, val loss 10.9771
step 19500: learning rate 0.00059859, train loss 10.9837, val loss 10.9679
step 19750: learning rate 0.00059856, train loss 10.9787, val loss 10.9743
step 20000: learning rate 0.00059852, train loss 10.9818, val loss 10.9723
step 20250: learning rate 0.00059848, train loss 10.9711, val loss 10.9727
step 20500: learning rate 0.00059845, train loss 10.9728, val loss 10.9771
step 20750: learning rate 0.00059841, train loss 10.9758, val loss 10.9763
step 21000: learning rate 0.00059837, train loss 10.9804, val loss 10.9779
step 21250: learning rate 0.00059833, train loss 10.9791, val loss 10.9794
step 21500: learning rate 0.00059829, train loss 10.9729, val loss 10.9757
step 21750: learning rate 0.00059825, train loss 10.9676, val loss 10.9807
step 22000: learning rate 0.00059821, train loss 10.9783, val loss 10.9740
step 22250: learning rate 0.00059817, train loss 10.9701, val loss 10.9754
step 22500: learning rate 0.00059813, train loss 10.9728, val loss 10.9855
step 22750: learning rate 0.00059809, train loss 10.9775, val loss 10.9702
step 23000: learning rate 0.00059804, train loss 10.9756, val loss 10.9723
step 23250: learning rate 0.00059800, train loss 10.9743, val loss 10.9697
step 23500: learning rate 0.00059796, train loss 10.9842, val loss 10.9715
step 23750: learning rate 0.00059792, train loss 10.9793, val loss 10.9816
step 24000: learning rate 0.00059787, train loss 10.9754, val loss 10.9741
step 24250: learning rate 0.00059783, train loss 10.9841, val loss 10.9779
step 24500: learning rate 0.00059778, train loss 10.9748, val loss 10.9767
step 24750: learning rate 0.00059774, train loss 10.9823, val loss 10.9800
step 25000: learning rate 0.00059769, train loss 10.9811, val loss 10.9720
step 25250: learning rate 0.00059764, train loss 10.9755, val loss 10.9749
step 25500: learning rate 0.00059760, train loss 10.9735, val loss 10.9685
step 25750: learning rate 0.00059755, train loss 10.9796, val loss 10.9788
step 26000: learning rate 0.00059750, train loss 10.9785, val loss 10.9682
step 26250: learning rate 0.00059745, train loss 10.9696, val loss 10.9754
step 26500: learning rate 0.00059741, train loss 10.9779, val loss 10.9768
step 26750: learning rate 0.00059736, train loss 10.9787, val loss 10.9745
step 27000: learning rate 0.00059731, train loss 10.9876, val loss 10.9790
step 27250: learning rate 0.00059726, train loss 10.9779, val loss 10.9814
step 27500: learning rate 0.00059721, train loss 10.9784, val loss 10.9737
step 27750: learning rate 0.00059715, train loss 10.9737, val loss 10.9739
step 28000: learning rate 0.00059710, train loss 10.9733, val loss 10.9711
step 28250: learning rate 0.00059705, train loss 10.9803, val loss 10.9747
step 28500: learning rate 0.00059700, train loss 10.9763, val loss 10.9725
step 28750: learning rate 0.00059695, train loss 10.9733, val loss 10.9805
step 29000: learning rate 0.00059689, train loss 10.9721, val loss 10.9776
step 29250: learning rate 0.00059684, train loss 10.9795, val loss 10.9686
step 29500: learning rate 0.00059679, train loss 10.9707, val loss 10.9756
step 29750: learning rate 0.00059673, train loss 10.9768, val loss 10.9837
step 30000: learning rate 0.00059668, train loss 10.9765, val loss 10.9757
step 30250: learning rate 0.00059662, train loss 10.9844, val loss 10.9727
step 30500: learning rate 0.00059656, train loss 10.9743, val loss 10.9723
step 30750: learning rate 0.00059651, train loss 10.9750, val loss 10.9799
step 31000: learning rate 0.00059645, train loss 10.9789, val loss 10.9702
step 31250: learning rate 0.00059639, train loss 10.9768, val loss 10.9777
step 31500: learning rate 0.00059634, train loss 10.9731, val loss 10.9773
step 31750: learning rate 0.00059628, train loss 10.9679, val loss 10.9707
step 32000: learning rate 0.00059622, train loss 10.9756, val loss 10.9784
step 32250: learning rate 0.00059616, train loss 10.9731, val loss 10.9774
step 32500: learning rate 0.00059610, train loss 10.9808, val loss 10.9784
step 32750: learning rate 0.00059604, train loss 10.9764, val loss 10.9812
step 33000: learning rate 0.00059598, train loss 10.9752, val loss 10.9767
step 33250: learning rate 0.00059592, train loss 10.9808, val loss 10.9818
step 33500: learning rate 0.00059586, train loss 10.9773, val loss 10.9774
step 33750: learning rate 0.00059580, train loss 10.9753, val loss 10.9760
step 34000: learning rate 0.00059573, train loss 10.9796, val loss 10.9785
step 34250: learning rate 0.00059567, train loss 10.9799, val loss 10.9784
step 34500: learning rate 0.00059561, train loss 10.9750, val loss 10.9762
step 34750: learning rate 0.00059554, train loss 10.9871, val loss 10.9752
step 35000: learning rate 0.00059548, train loss 10.9813, val loss 10.9631
step 35250: learning rate 0.00059541, train loss 10.9713, val loss 10.9829
step 35500: learning rate 0.00059535, train loss 10.9653, val loss 10.9821
step 35750: learning rate 0.00059528, train loss 10.9789, val loss 10.9722
step 36000: learning rate 0.00059522, train loss 10.9830, val loss 10.9798
step 36250: learning rate 0.00059515, train loss 10.9771, val loss 10.9789
step 36500: learning rate 0.00059508, train loss 10.9772, val loss 10.9685
step 36750: learning rate 0.00059502, train loss 10.9754, val loss 10.9827
step 37000: learning rate 0.00059495, train loss 10.9803, val loss 10.9707
step 37250: learning rate 0.00059488, train loss 10.9753, val loss 10.9800
step 37500: learning rate 0.00059481, train loss 10.9774, val loss 10.9836
step 37750: learning rate 0.00059474, train loss 10.9773, val loss 10.9693
step 38000: learning rate 0.00059467, train loss 10.9749, val loss 10.9777
step 38250: learning rate 0.00059460, train loss 10.9738, val loss 10.9763
step 38500: learning rate 0.00059453, train loss 10.9761, val loss 10.9723
step 38750: learning rate 0.00059446, train loss 10.9739, val loss 10.9736
step 39000: learning rate 0.00059439, train loss 10.9754, val loss 10.9775
step 39250: learning rate 0.00059432, train loss 10.9806, val loss 10.9731
step 39500: learning rate 0.00059425, train loss 10.9724, val loss 10.9749
step 39750: learning rate 0.00059417, train loss 10.9849, val loss 10.9761
step 40000: learning rate 0.00059410, train loss 10.9671, val loss 10.9710
step 40250: learning rate 0.00059403, train loss 10.9803, val loss 10.9767
step 40500: learning rate 0.00059395, train loss 10.9725, val loss 10.9741
step 40750: learning rate 0.00059388, train loss 10.9679, val loss 10.9714
step 41000: learning rate 0.00059380, train loss 10.9746, val loss 10.9717
step 41250: learning rate 0.00059373, train loss 10.9815, val loss 10.9784
step 41500: learning rate 0.00059365, train loss 10.9755, val loss 10.9662
step 41750: learning rate 0.00059357, train loss 10.9803, val loss 10.9788
step 42000: learning rate 0.00059350, train loss 10.9750, val loss 10.9742
step 42250: learning rate 0.00059342, train loss 10.9878, val loss 10.9763
step 42500: learning rate 0.00059334, train loss 10.9733, val loss 10.9802
step 42750: learning rate 0.00059326, train loss 10.9778, val loss 10.9843
step 43000: learning rate 0.00059319, train loss 10.9756, val loss 10.9785
step 43250: learning rate 0.00059311, train loss 10.9773, val loss 10.9755
step 43500: learning rate 0.00059303, train loss 10.9755, val loss 10.9770
step 43750: learning rate 0.00059295, train loss 10.9787, val loss 10.9782
step 44000: learning rate 0.00059287, train loss 10.9806, val loss 10.9823
step 44250: learning rate 0.00059279, train loss 10.9797, val loss 10.9830
step 44500: learning rate 0.00059270, train loss 10.9768, val loss 10.9699
step 44750: learning rate 0.00059262, train loss 10.9785, val loss 10.9718
step 45000: learning rate 0.00059254, train loss 10.9732, val loss 10.9765
step 45250: learning rate 0.00059246, train loss 10.9698, val loss 10.9647
step 45500: learning rate 0.00059237, train loss 10.9738, val loss 10.9864
step 45750: learning rate 0.00059229, train loss 10.9771, val loss 10.9828
step 46000: learning rate 0.00059221, train loss 10.9785, val loss 10.9818
step 46250: learning rate 0.00059212, train loss 10.9732, val loss 10.9785
step 46500: learning rate 0.00059204, train loss 10.9742, val loss 10.9744
step 46750: learning rate 0.00059195, train loss 10.9711, val loss 10.9772
step 47000: learning rate 0.00059187, train loss 10.9849, val loss 10.9738
step 47250: learning rate 0.00059178, train loss 10.9795, val loss 10.9771
step 47500: learning rate 0.00059169, train loss 10.9823, val loss 10.9688
step 47750: learning rate 0.00059161, train loss 10.9704, val loss 10.9868
step 48000: learning rate 0.00059152, train loss 10.9765, val loss 10.9768
step 48250: learning rate 0.00059143, train loss 10.9751, val loss 10.9761
step 48500: learning rate 0.00059134, train loss 10.9889, val loss 10.9782
step 48750: learning rate 0.00059125, train loss 10.9845, val loss 10.9730
step 49000: learning rate 0.00059116, train loss 10.9757, val loss 10.9715
step 49250: learning rate 0.00059107, train loss 10.9770, val loss 10.9734
step 49500: learning rate 0.00059098, train loss 10.9765, val loss 10.9782
step 49750: learning rate 0.00059089, train loss 10.9772, val loss 10.9729
step 50000: learning rate 0.00059080, train loss 10.9740, val loss 10.9810
step 50250: learning rate 0.00059071, train loss 10.9774, val loss 10.9738
step 50500: learning rate 0.00059062, train loss 10.9782, val loss 10.9782
step 50750: learning rate 0.00059052, train loss 10.9775, val loss 10.9795
step 51000: learning rate 0.00059043, train loss 10.9817, val loss 10.9730
step 51250: learning rate 0.00059034, train loss 10.9828, val loss 10.9793
step 51500: learning rate 0.00059024, train loss 10.9709, val loss 10.9799
step 51750: learning rate 0.00059015, train loss 10.9720, val loss 10.9787
step 52000: learning rate 0.00059005, train loss 10.9778, val loss 10.9832
step 52250: learning rate 0.00058996, train loss 10.9779, val loss 10.9800
step 52500: learning rate 0.00058986, train loss 10.9674, val loss 10.9702
step 52750: learning rate 0.00058977, train loss 10.9745, val loss 10.9698
step 53000: learning rate 0.00058967, train loss 10.9730, val loss 10.9746
step 53250: learning rate 0.00058957, train loss 10.9708, val loss 10.9718
step 53500: learning rate 0.00058948, train loss 10.9801, val loss 10.9747
step 53750: learning rate 0.00058938, train loss 10.9802, val loss 10.9791
step 54000: learning rate 0.00058928, train loss 10.9740, val loss 10.9851
step 54250: learning rate 0.00058918, train loss 10.9790, val loss 10.9771
step 54500: learning rate 0.00058908, train loss 10.9785, val loss 10.9738
step 54750: learning rate 0.00058898, train loss 10.9797, val loss 10.9719
step 55000: learning rate 0.00058888, train loss 10.9702, val loss 10.9835
step 55250: learning rate 0.00058878, train loss 10.9874, val loss 10.9771
step 55500: learning rate 0.00058868, train loss 10.9760, val loss 10.9760
step 55750: learning rate 0.00058858, train loss 10.9796, val loss 10.9724
step 56000: learning rate 0.00058848, train loss 10.9819, val loss 10.9709
step 56250: learning rate 0.00058837, train loss 10.9765, val loss 10.9721
step 56500: learning rate 0.00058827, train loss 10.9696, val loss 10.9743
step 56750: learning rate 0.00058817, train loss 10.9785, val loss 10.9757
step 57000: learning rate 0.00058806, train loss 10.9772, val loss 10.9733
step 57250: learning rate 0.00058796, train loss 10.9806, val loss 10.9705
step 57500: learning rate 0.00058786, train loss 10.9732, val loss 10.9706
step 57750: learning rate 0.00058775, train loss 10.9783, val loss 10.9874
step 58000: learning rate 0.00058764, train loss 10.9783, val loss 10.9716
step 58250: learning rate 0.00058754, train loss 10.9759, val loss 10.9748
step 58500: learning rate 0.00058743, train loss 10.9746, val loss 10.9763
step 58750: learning rate 0.00058733, train loss 10.9771, val loss 10.9751
step 59000: learning rate 0.00058722, train loss 10.9763, val loss 10.9742
step 59250: learning rate 0.00058711, train loss 10.9769, val loss 10.9758
step 59500: learning rate 0.00058700, train loss 10.9767, val loss 10.9738
step 59750: learning rate 0.00058689, train loss 10.9816, val loss 10.9798
step 60000: learning rate 0.00058679, train loss 10.9758, val loss 10.9754
step 60250: learning rate 0.00058668, train loss 10.9797, val loss 10.9730
step 60500: learning rate 0.00058657, train loss 10.9777, val loss 10.9864
step 60750: learning rate 0.00058646, train loss 10.9745, val loss 10.9745
step 61000: learning rate 0.00058634, train loss 10.9804, val loss 10.9792
step 61250: learning rate 0.00058623, train loss 10.9694, val loss 10.9691
step 61500: learning rate 0.00058612, train loss 10.9721, val loss 10.9790
step 61750: learning rate 0.00058601, train loss 10.9753, val loss 10.9712
step 62000: learning rate 0.00058590, train loss 10.9744, val loss 10.9719
step 62250: learning rate 0.00058578, train loss 10.9800, val loss 10.9802
step 62500: learning rate 0.00058567, train loss 10.9819, val loss 10.9751
step 62750: learning rate 0.00058556, train loss 10.9765, val loss 10.9807
step 63000: learning rate 0.00058544, train loss 10.9725, val loss 10.9871
step 63250: learning rate 0.00058533, train loss 10.9727, val loss 10.9720
step 63500: learning rate 0.00058521, train loss 10.9786, val loss 10.9775
step 63750: learning rate 0.00058510, train loss 10.9806, val loss 10.9792
step 64000: learning rate 0.00058498, train loss 10.9780, val loss 10.9707
step 64250: learning rate 0.00058487, train loss 10.9767, val loss 10.9781
step 64500: learning rate 0.00058475, train loss 10.9720, val loss 10.9748
step 64750: learning rate 0.00058463, train loss 10.9724, val loss 10.9736
step 65000: learning rate 0.00058451, train loss 10.9825, val loss 10.9781
step 65250: learning rate 0.00058440, train loss 10.9761, val loss 10.9781
step 65500: learning rate 0.00058428, train loss 10.9793, val loss 10.9754
step 65750: learning rate 0.00058416, train loss 10.9729, val loss 10.9709
step 66000: learning rate 0.00058404, train loss 10.9714, val loss 10.9760
step 66250: learning rate 0.00058392, train loss 10.9815, val loss 10.9773
step 66500: learning rate 0.00058380, train loss 10.9841, val loss 10.9789
step 66750: learning rate 0.00058368, train loss 10.9813, val loss 10.9722
step 67000: learning rate 0.00058356, train loss 10.9723, val loss 10.9720
step 67250: learning rate 0.00058343, train loss 10.9804, val loss 10.9693
step 67500: learning rate 0.00058331, train loss 10.9813, val loss 10.9732
step 67750: learning rate 0.00058319, train loss 10.9804, val loss 10.9778
step 68000: learning rate 0.00058307, train loss 10.9751, val loss 10.9730
step 68250: learning rate 0.00058294, train loss 10.9729, val loss 10.9776
step 68500: learning rate 0.00058282, train loss 10.9787, val loss 10.9722
step 68750: learning rate 0.00058269, train loss 10.9781, val loss 10.9736
step 69000: learning rate 0.00058257, train loss 10.9822, val loss 10.9735
step 69250: learning rate 0.00058244, train loss 10.9741, val loss 10.9720
step 69500: learning rate 0.00058232, train loss 10.9760, val loss 10.9736
step 69750: learning rate 0.00058219, train loss 10.9761, val loss 10.9810
step 70000: learning rate 0.00058207, train loss 10.9754, val loss 10.9789
step 70250: learning rate 0.00058194, train loss 10.9720, val loss 10.9829
step 70500: learning rate 0.00058181, train loss 10.9837, val loss 10.9804
step 70750: learning rate 0.00058168, train loss 10.9786, val loss 10.9765
step 71000: learning rate 0.00058156, train loss 10.9786, val loss 10.9784
step 71250: learning rate 0.00058143, train loss 10.9811, val loss 10.9762
step 71500: learning rate 0.00058130, train loss 10.9738, val loss 10.9807
step 71750: learning rate 0.00058117, train loss 10.9769, val loss 10.9750
step 72000: learning rate 0.00058104, train loss 10.9725, val loss 10.9738
step 72250: learning rate 0.00058091, train loss 10.9819, val loss 10.9743
step 72500: learning rate 0.00058078, train loss 10.9733, val loss 10.9821
step 72750: learning rate 0.00058065, train loss 10.9724, val loss 10.9747
step 73000: learning rate 0.00058052, train loss 10.9779, val loss 10.9740
step 73250: learning rate 0.00058038, train loss 10.9709, val loss 10.9748
step 73500: learning rate 0.00058025, train loss 10.9758, val loss 10.9765
step 73750: learning rate 0.00058012, train loss 10.9813, val loss 10.9766
step 74000: learning rate 0.00057999, train loss 10.9722, val loss 10.9725
step 74250: learning rate 0.00057985, train loss 10.9712, val loss 10.9714
step 74500: learning rate 0.00057972, train loss 10.9765, val loss 10.9874
step 74750: learning rate 0.00057958, train loss 10.9764, val loss 10.9774
step 75000: learning rate 0.00057945, train loss 10.9733, val loss 10.9822
step 75250: learning rate 0.00057931, train loss 10.9672, val loss 10.9719
step 75500: learning rate 0.00057918, train loss 10.9728, val loss 10.9714
step 75750: learning rate 0.00057904, train loss 10.9830, val loss 10.9764
step 76000: learning rate 0.00057890, train loss 10.9806, val loss 10.9788
step 76250: learning rate 0.00057877, train loss 10.9736, val loss 10.9733
step 76500: learning rate 0.00057863, train loss 10.9776, val loss 10.9777
step 76750: learning rate 0.00057849, train loss 10.9775, val loss 10.9815
step 77000: learning rate 0.00057835, train loss 10.9785, val loss 10.9747
step 77250: learning rate 0.00057821, train loss 10.9810, val loss 10.9780
step 77500: learning rate 0.00057807, train loss 10.9769, val loss 10.9693
step 77750: learning rate 0.00057793, train loss 10.9751, val loss 10.9724
step 78000: learning rate 0.00057779, train loss 10.9789, val loss 10.9728
step 78250: learning rate 0.00057765, train loss 10.9765, val loss 10.9698
step 78500: learning rate 0.00057751, train loss 10.9762, val loss 10.9736
step 78750: learning rate 0.00057737, train loss 10.9722, val loss 10.9730
step 79000: learning rate 0.00057723, train loss 10.9757, val loss 10.9763
step 79250: learning rate 0.00057709, train loss 10.9762, val loss 10.9765
step 79500: learning rate 0.00057694, train loss 10.9787, val loss 10.9814
step 79750: learning rate 0.00057680, train loss 10.9749, val loss 10.9716
step 80000: learning rate 0.00057666, train loss 10.9805, val loss 10.9768
step 80250: learning rate 0.00057651, train loss 10.9743, val loss 10.9806
step 80500: learning rate 0.00057637, train loss 10.9696, val loss 10.9793
step 80750: learning rate 0.00057622, train loss 10.9669, val loss 10.9776
step 81000: learning rate 0.00057608, train loss 10.9751, val loss 10.9760
step 81250: learning rate 0.00057593, train loss 10.9841, val loss 10.9764
step 81500: learning rate 0.00057579, train loss 10.9807, val loss 10.9798
step 81750: learning rate 0.00057564, train loss 10.9740, val loss 10.9752
step 82000: learning rate 0.00057549, train loss 10.9788, val loss 10.9752
step 82250: learning rate 0.00057535, train loss 10.9801, val loss 10.9740
step 82500: learning rate 0.00057520, train loss 10.9786, val loss 10.9726
step 82750: learning rate 0.00057505, train loss 10.9720, val loss 10.9722
step 83000: learning rate 0.00057490, train loss 10.9724, val loss 10.9795
step 83250: learning rate 0.00057475, train loss 10.9831, val loss 10.9799
step 83500: learning rate 0.00057460, train loss 10.9819, val loss 10.9776
step 83750: learning rate 0.00057445, train loss 10.9801, val loss 10.9731
step 84000: learning rate 0.00057430, train loss 10.9796, val loss 10.9807
step 84250: learning rate 0.00057415, train loss 10.9770, val loss 10.9730
step 84500: learning rate 0.00057400, train loss 10.9787, val loss 10.9756
step 84750: learning rate 0.00057385, train loss 10.9771, val loss 10.9723
step 85000: learning rate 0.00057370, train loss 10.9768, val loss 10.9772
step 85250: learning rate 0.00057355, train loss 10.9804, val loss 10.9719
step 85500: learning rate 0.00057339, train loss 10.9806, val loss 10.9732
step 85750: learning rate 0.00057324, train loss 10.9767, val loss 10.9739
step 86000: learning rate 0.00057309, train loss 10.9798, val loss 10.9752
step 86250: learning rate 0.00057293, train loss 10.9791, val loss 10.9757
step 86500: learning rate 0.00057278, train loss 10.9747, val loss 10.9746
step 86750: learning rate 0.00057262, train loss 10.9777, val loss 10.9775
step 87000: learning rate 0.00057247, train loss 10.9732, val loss 10.9816
step 87250: learning rate 0.00057231, train loss 10.9744, val loss 10.9735
step 87500: learning rate 0.00057216, train loss 10.9775, val loss 10.9777
step 87750: learning rate 0.00057200, train loss 10.9766, val loss 10.9731
step 88000: learning rate 0.00057184, train loss 10.9800, val loss 10.9853
step 88250: learning rate 0.00057168, train loss 10.9808, val loss 10.9751
step 88500: learning rate 0.00057153, train loss 10.9712, val loss 10.9779
step 88750: learning rate 0.00057137, train loss 10.9763, val loss 10.9711
step 89000: learning rate 0.00057121, train loss 10.9745, val loss 10.9731
step 89250: learning rate 0.00057105, train loss 10.9780, val loss 10.9784
step 89500: learning rate 0.00057089, train loss 10.9725, val loss 10.9739
step 89750: learning rate 0.00057073, train loss 10.9738, val loss 10.9813
step 90000: learning rate 0.00057057, train loss 10.9757, val loss 10.9761
step 90250: learning rate 0.00057041, train loss 10.9766, val loss 10.9742
step 90500: learning rate 0.00057025, train loss 10.9837, val loss 10.9749
step 90750: learning rate 0.00057009, train loss 10.9806, val loss 10.9760
step 91000: learning rate 0.00056993, train loss 10.9753, val loss 10.9630
step 91250: learning rate 0.00056976, train loss 10.9765, val loss 10.9814
step 91500: learning rate 0.00056960, train loss 10.9784, val loss 10.9727
step 91750: learning rate 0.00056944, train loss 10.9715, val loss 10.9777
step 92000: learning rate 0.00056927, train loss 10.9768, val loss 10.9831
step 92250: learning rate 0.00056911, train loss 10.9777, val loss 10.9754
step 92500: learning rate 0.00056895, train loss 10.9672, val loss 10.9789
step 92750: learning rate 0.00056878, train loss 10.9748, val loss 10.9805
step 93000: learning rate 0.00056862, train loss 10.9777, val loss 10.9767
step 93250: learning rate 0.00056845, train loss 10.9731, val loss 10.9791
step 93500: learning rate 0.00056829, train loss 10.9745, val loss 10.9733
step 93750: learning rate 0.00056812, train loss 10.9806, val loss 10.9830
step 94000: learning rate 0.00056795, train loss 10.9724, val loss 10.9700
step 94250: learning rate 0.00056778, train loss 10.9735, val loss 10.9737
step 94500: learning rate 0.00056762, train loss 10.9786, val loss 10.9707
step 94750: learning rate 0.00056745, train loss 10.9746, val loss 10.9809
step 95000: learning rate 0.00056728, train loss 10.9786, val loss 10.9685
step 95250: learning rate 0.00056711, train loss 10.9726, val loss 10.9829
step 95500: learning rate 0.00056694, train loss 10.9815, val loss 10.9716
step 95750: learning rate 0.00056677, train loss 10.9765, val loss 10.9741
step 96000: learning rate 0.00056660, train loss 10.9698, val loss 10.9796
step 96250: learning rate 0.00056643, train loss 10.9797, val loss 10.9736
step 96500: learning rate 0.00056626, train loss 10.9782, val loss 10.9755
step 96750: learning rate 0.00056609, train loss 10.9766, val loss 10.9751
step 97000: learning rate 0.00056592, train loss 10.9711, val loss 10.9667
step 97250: learning rate 0.00056575, train loss 10.9868, val loss 10.9789
step 97500: learning rate 0.00056557, train loss 10.9765, val loss 10.9806
step 97750: learning rate 0.00056540, train loss 10.9725, val loss 10.9807
step 98000: learning rate 0.00056523, train loss 10.9746, val loss 10.9748
step 98250: learning rate 0.00056505, train loss 10.9807, val loss 10.9798
step 98500: learning rate 0.00056488, train loss 10.9780, val loss 10.9737
step 98750: learning rate 0.00056471, train loss 10.9845, val loss 10.9774
step 99000: learning rate 0.00056453, train loss 10.9779, val loss 10.9767
step 99250: learning rate 0.00056436, train loss 10.9741, val loss 10.9828
step 99500: learning rate 0.00056418, train loss 10.9775, val loss 10.9807
step 99750: learning rate 0.00056400, train loss 10.9820, val loss 10.9798
step 100000: learning rate 0.00056383, train loss 10.9798, val loss 10.9863
step 100250: learning rate 0.00056365, train loss 10.9774, val loss 10.9822
step 100500: learning rate 0.00056347, train loss 10.9788, val loss 10.9748
step 100750: learning rate 0.00056329, train loss 10.9769, val loss 10.9779
step 101000: learning rate 0.00056312, train loss 10.9755, val loss 10.9792
step 101250: learning rate 0.00056294, train loss 10.9748, val loss 10.9750
step 101500: learning rate 0.00056276, train loss 10.9747, val loss 10.9695
