vocab_size not found in data/openwebtext/meta.pkl, using GPT-2 default of 50257
iter 830: loss 12.3287, time 125.12ms
iter 840: loss 12.2465, time 122.45ms
iter 850: loss 12.2645, time 124.88ms
iter 860: loss 12.3570, time 122.07ms
iter 870: loss 12.2353, time 123.86ms
iter 880: loss 12.2748, time 122.09ms
iter 890: loss 12.3186, time 125.02ms
iter 900: loss 12.4063, time 122.82ms
iter 910: loss 12.3293, time 127.15ms
iter 920: loss 12.3545, time 125.97ms
iter 930: loss 12.3700, time 126.26ms
iter 940: loss 12.2637, time 125.91ms
iter 950: loss 12.3674, time 125.98ms
iter 960: loss 12.2366, time 125.99ms
iter 970: loss 12.1297, time 125.92ms
iter 980: loss 12.3093, time 126.09ms
iter 990: loss 12.3963, time 126.18ms
step 1000: train loss 10.8139, val loss 10.8181
saving checkpoint to out-shakespeare-char
iter 1000: loss 12.3309, time 2916.97ms
iter 1010: loss 12.1936, time 126.15ms
iter 1020: loss 12.2429, time 126.03ms
iter 1030: loss 12.1798, time 126.40ms
iter 1040: loss 12.2936, time 126.25ms
iter 1050: loss 12.2300, time 126.09ms
iter 1060: loss 12.2765, time 126.06ms
iter 1070: loss 12.2824, time 126.35ms
iter 1080: loss 12.1608, time 126.44ms
iter 1090: loss 12.3530, time 126.29ms
iter 1100: loss 12.2431, time 125.04ms
iter 1110: loss 12.1676, time 126.75ms
iter 1120: loss 12.2801, time 126.58ms
iter 1130: loss 12.3120, time 129.46ms
iter 1140: loss 12.1968, time 126.09ms
iter 1150: loss 12.2273, time 126.19ms
iter 1160: loss 12.3283, time 125.98ms
iter 1170: loss 12.2385, time 128.03ms
iter 1180: loss 12.2628, time 125.65ms
iter 1190: loss 12.2164, time 125.64ms
iter 1200: loss 12.2649, time 125.53ms
iter 1210: loss 12.2448, time 124.70ms
iter 1220: loss 12.2508, time 126.01ms
iter 1230: loss 12.1882, time 125.16ms
iter 1240: loss 12.3457, time 128.93ms
step 1250: train loss 10.7635, val loss 10.7733
saving checkpoint to out-shakespeare-char
iter 1250: loss 12.1614, time 2907.72ms
iter 1260: loss 12.1060, time 126.15ms
iter 1270: loss 12.1594, time 125.59ms
iter 1280: loss 12.2744, time 126.07ms
iter 1290: loss 12.2268, time 126.38ms
iter 1300: loss 12.1694, time 128.27ms
iter 1310: loss 12.2119, time 125.94ms
iter 1320: loss 12.2207, time 124.82ms
iter 1330: loss 12.2468, time 125.72ms
iter 1340: loss 12.1886, time 125.79ms
iter 1350: loss 12.2366, time 125.82ms
iter 1360: loss 12.2221, time 125.72ms
iter 1370: loss 12.2697, time 128.10ms
iter 1380: loss 12.0438, time 125.54ms
iter 1390: loss 12.1994, time 125.39ms
iter 1400: loss 12.3019, time 126.24ms
iter 1410: loss 12.1690, time 126.09ms
iter 1420: loss 12.2184, time 125.95ms
iter 1430: loss 12.1405, time 126.11ms
iter 1440: loss 12.1524, time 126.14ms
iter 1450: loss 12.1187, time 126.03ms
iter 1460: loss 12.1428, time 125.76ms
iter 1470: loss 12.1500, time 126.27ms
iter 1480: loss 12.0892, time 129.04ms
iter 1490: loss 12.1786, time 125.41ms
step 1500: train loss 10.7282, val loss 10.7254
saving checkpoint to out-shakespeare-char
iter 1500: loss 12.2166, time 2907.61ms
iter 1510: loss 12.2862, time 126.12ms
iter 1520: loss 12.1679, time 125.72ms
iter 1530: loss 12.0429, time 125.71ms
iter 1540: loss 12.1208, time 127.90ms
iter 1550: loss 12.2081, time 125.51ms
iter 1560: loss 12.2104, time 125.63ms
iter 1570: loss 12.2260, time 125.72ms
iter 1580: loss 12.1619, time 125.47ms
iter 1590: loss 12.1314, time 125.48ms
iter 1600: loss 12.2140, time 125.65ms
iter 1610: loss 12.1599, time 126.41ms
iter 1620: loss 12.1675, time 125.82ms
iter 1630: loss 12.0817, time 125.82ms
iter 1640: loss 12.1381, time 125.69ms
iter 1650: loss 12.0591, time 124.53ms
iter 1660: loss 12.1298, time 125.63ms
iter 1670: loss 12.1652, time 125.08ms
iter 1680: loss 12.2089, time 125.94ms
iter 1690: loss 12.1630, time 125.66ms
iter 1700: loss 12.2421, time 122.12ms
iter 1710: loss 12.0789, time 123.35ms
iter 1720: loss 12.1468, time 122.29ms
iter 1730: loss 12.1763, time 122.28ms
iter 1740: loss 12.1365, time 121.98ms
step 1750: train loss 10.6744, val loss 10.6678
saving checkpoint to out-shakespeare-char
iter 1750: loss 12.0940, time 2920.87ms
iter 1760: loss 12.2561, time 121.67ms
iter 1770: loss 12.1375, time 121.89ms
iter 1780: loss 12.3102, time 121.72ms
iter 1790: loss 11.9598, time 121.96ms
iter 1800: loss 12.0765, time 121.59ms
iter 1810: loss 12.1584, time 122.01ms
iter 1820: loss 12.1512, time 121.11ms
iter 1830: loss 11.9891, time 122.04ms
iter 1840: loss 12.0240, time 121.90ms
iter 1850: loss 12.1777, time 122.19ms
iter 1860: loss 12.1032, time 121.89ms
iter 1870: loss 12.0644, time 123.23ms
iter 1880: loss 12.1923, time 121.79ms
iter 1890: loss 12.0990, time 121.92ms
iter 1900: loss 12.1549, time 121.78ms
iter 1910: loss 12.1838, time 124.84ms
iter 1920: loss 12.0924, time 120.73ms
iter 1930: loss 12.0364, time 124.84ms
iter 1940: loss 12.2728, time 122.04ms
iter 1950: loss 12.0022, time 124.77ms
iter 1960: loss 12.0241, time 122.04ms
iter 1970: loss 12.1571, time 124.80ms
iter 1980: loss 12.1440, time 121.96ms
iter 1990: loss 12.0677, time 124.97ms
step 2000: train loss 10.6187, val loss 10.6216
saving checkpoint to out-shakespeare-char
iter 2000: loss 11.9698, time 2907.84ms
iter 2010: loss 12.2146, time 122.01ms
iter 2020: loss 12.1570, time 121.50ms
iter 2030: loss 12.1795, time 121.55ms
iter 2040: loss 11.9636, time 121.50ms
iter 2050: loss 12.0854, time 121.63ms
iter 2060: loss 12.0294, time 121.67ms
iter 2070: loss 12.1122, time 121.29ms
iter 2080: loss 11.9810, time 121.42ms
iter 2090: loss 12.0503, time 122.06ms
iter 2100: loss 11.9943, time 121.94ms
iter 2110: loss 11.8194, time 121.78ms
iter 2120: loss 12.1974, time 121.86ms
iter 2130: loss 11.9960, time 121.67ms
iter 2140: loss 11.9919, time 121.74ms
iter 2150: loss 12.0474, time 121.86ms
iter 2160: loss 12.1414, time 121.61ms
iter 2170: loss 12.0377, time 121.64ms
iter 2180: loss 11.9881, time 121.22ms
iter 2190: loss 12.0222, time 121.78ms
iter 2200: loss 12.0814, time 121.62ms
iter 2210: loss 12.0870, time 121.48ms
iter 2220: loss 12.0532, time 121.68ms
iter 2230: loss 12.0961, time 122.21ms
iter 2240: loss 12.0361, time 121.73ms
step 2250: train loss 10.5740, val loss 10.5664
saving checkpoint to out-shakespeare-char
iter 2250: loss 12.1585, time 2901.72ms
iter 2260: loss 11.8944, time 124.84ms
iter 2270: loss 11.9278, time 122.11ms
iter 2280: loss 12.0740, time 124.58ms
iter 2290: loss 12.0490, time 121.64ms
iter 2300: loss 11.8662, time 124.55ms
iter 2310: loss 11.9350, time 121.52ms
iter 2320: loss 11.8963, time 124.28ms
iter 2330: loss 11.9787, time 122.01ms
iter 2340: loss 11.9192, time 124.47ms
iter 2350: loss 12.0691, time 121.19ms
iter 2360: loss 12.0349, time 124.72ms
iter 2370: loss 12.0694, time 121.72ms
iter 2380: loss 12.0389, time 124.64ms
iter 2390: loss 12.0398, time 121.71ms
iter 2400: loss 12.1365, time 124.64ms
iter 2410: loss 12.0510, time 122.01ms
iter 2420: loss 11.9951, time 124.48ms
iter 2430: loss 11.9756, time 121.56ms
iter 2440: loss 11.6994, time 124.62ms
iter 2450: loss 11.9113, time 121.54ms
iter 2460: loss 11.7598, time 124.53ms
iter 2470: loss 12.1410, time 122.14ms
iter 2480: loss 11.9744, time 124.56ms
iter 2490: loss 12.1819, time 121.88ms
step 2500: train loss 10.5012, val loss 10.5125
saving checkpoint to out-shakespeare-char
iter 2500: loss 11.9529, time 2907.33ms
iter 2510: loss 12.1162, time 122.23ms
iter 2520: loss 12.0790, time 124.62ms
iter 2530: loss 11.9612, time 122.00ms
iter 2540: loss 11.8070, time 125.01ms
iter 2550: loss 11.8428, time 121.90ms
iter 2560: loss 12.0267, time 124.91ms
iter 2570: loss 11.9329, time 121.98ms
iter 2580: loss 11.9304, time 124.82ms
iter 2590: loss 11.8893, time 121.89ms
iter 2600: loss 12.2371, time 124.74ms
iter 2610: loss 12.1044, time 122.01ms
iter 2620: loss 11.8408, time 124.72ms
iter 2630: loss 11.7391, time 121.76ms
iter 2640: loss 11.8718, time 124.30ms
iter 2650: loss 11.9002, time 121.88ms
iter 2660: loss 12.0475, time 124.75ms
iter 2670: loss 12.0176, time 121.05ms
iter 2680: loss 11.9337, time 124.67ms
iter 2690: loss 12.0587, time 121.40ms
iter 2700: loss 11.9544, time 125.04ms
iter 2710: loss 11.6951, time 122.31ms
iter 2720: loss 11.9463, time 124.78ms
iter 2730: loss 11.9420, time 121.56ms
iter 2740: loss 11.7488, time 124.48ms
step 2750: train loss 10.4339, val loss 10.4469
saving checkpoint to out-shakespeare-char
iter 2750: loss 11.9933, time 2905.83ms
iter 2760: loss 11.8463, time 121.42ms
iter 2770: loss 11.7095, time 122.59ms
iter 2780: loss 11.8921, time 121.47ms
iter 2790: loss 11.7309, time 123.16ms
iter 2800: loss 11.9568, time 121.89ms
iter 2810: loss 11.9890, time 122.65ms
iter 2820: loss 11.8545, time 121.95ms
iter 2830: loss 11.9926, time 123.07ms
iter 2840: loss 11.5521, time 121.96ms
iter 2850: loss 11.8663, time 122.65ms
iter 2860: loss 11.7764, time 121.79ms
iter 2870: loss 11.6937, time 122.60ms
iter 2880: loss 11.7183, time 121.78ms
iter 2890: loss 11.8968, time 122.59ms
iter 2900: loss 11.8182, time 121.52ms
iter 2910: loss 11.9931, time 122.64ms
iter 2920: loss 11.6290, time 121.48ms
iter 2930: loss 11.8047, time 122.61ms
iter 2940: loss 11.8217, time 121.56ms
iter 2950: loss 11.7719, time 122.50ms
iter 2960: loss 11.5089, time 121.37ms
iter 2970: loss 11.9529, time 123.04ms
iter 2980: loss 11.6088, time 121.88ms
iter 2990: loss 11.5635, time 123.09ms
step 3000: train loss 10.3710, val loss 10.3665
saving checkpoint to out-shakespeare-char
iter 3000: loss 12.0825, time 2898.81ms
iter 3010: loss 11.6270, time 124.71ms
iter 3020: loss 11.7634, time 121.05ms
iter 3030: loss 11.7036, time 124.77ms
iter 3040: loss 11.8196, time 121.90ms
iter 3050: loss 11.9974, time 124.67ms
iter 3060: loss 11.6445, time 122.08ms
iter 3070: loss 12.0701, time 124.77ms
iter 3080: loss 11.9567, time 121.94ms
iter 3090: loss 11.7048, time 125.36ms
iter 3100: loss 11.8589, time 121.92ms
iter 3110: loss 11.6724, time 124.61ms
iter 3120: loss 11.7524, time 122.35ms
iter 3130: loss 11.9331, time 124.84ms
iter 3140: loss 11.9501, time 121.91ms
iter 3150: loss 11.9392, time 124.82ms
iter 3160: loss 11.6840, time 121.92ms
iter 3170: loss 11.7184, time 124.80ms
iter 3180: loss 11.6655, time 122.42ms
iter 3190: loss 11.7296, time 125.14ms
iter 3200: loss 11.9106, time 121.78ms
iter 3210: loss 11.8843, time 124.85ms
iter 3220: loss 11.8155, time 121.90ms
iter 3230: loss 11.8379, time 124.44ms
iter 3240: loss 12.0128, time 121.93ms
step 3250: train loss 10.2869, val loss 10.2971
saving checkpoint to out-shakespeare-char
iter 3250: loss 11.9300, time 2916.48ms
iter 3260: loss 11.8677, time 121.62ms
iter 3270: loss 11.9401, time 122.09ms
iter 3280: loss 11.7480, time 121.94ms
iter 3290: loss 11.6431, time 122.92ms
iter 3300: loss 11.9193, time 121.96ms
iter 3310: loss 12.0849, time 123.21ms
iter 3320: loss 11.9781, time 121.61ms
iter 3330: loss 11.8415, time 123.59ms
iter 3340: loss 11.6938, time 121.52ms
iter 3350: loss 11.7051, time 123.17ms
iter 3360: loss 11.8692, time 121.53ms
iter 3370: loss 11.6239, time 122.94ms
iter 3380: loss 11.7621, time 121.85ms
iter 3390: loss 11.8027, time 123.23ms
iter 3400: loss 11.9088, time 121.65ms
iter 3410: loss 11.5998, time 122.92ms
iter 3420: loss 11.8205, time 121.55ms
iter 3430: loss 11.7734, time 123.00ms
iter 3440: loss 11.8712, time 122.27ms
iter 3450: loss 11.6658, time 123.18ms
iter 3460: loss 11.4748, time 121.65ms
iter 3470: loss 11.9932, time 122.97ms
iter 3480: loss 11.9218, time 121.62ms
iter 3490: loss 11.7887, time 123.81ms
step 3500: train loss 10.2313, val loss 10.2155
saving checkpoint to out-shakespeare-char
iter 3500: loss 11.5323, time 2908.53ms
iter 3510: loss 11.5609, time 124.49ms
iter 3520: loss 11.4239, time 128.03ms
iter 3530: loss 11.6658, time 125.49ms
iter 3540: loss 11.5370, time 125.30ms
iter 3550: loss 11.8921, time 125.47ms
iter 3560: loss 11.7794, time 125.35ms
iter 3570: loss 11.7506, time 126.38ms
iter 3580: loss 11.6189, time 125.23ms
iter 3590: loss 11.7555, time 125.41ms
iter 3600: loss 11.8566, time 124.79ms
iter 3610: loss 11.5964, time 122.33ms
iter 3620: loss 11.2216, time 121.73ms
iter 3630: loss 11.5169, time 121.40ms
iter 3640: loss 11.4578, time 121.63ms
iter 3650: loss 11.5772, time 121.59ms
iter 3660: loss 11.5159, time 121.55ms
iter 3670: loss 11.7793, time 121.53ms
iter 3680: loss 11.5878, time 122.26ms
iter 3690: loss 11.6511, time 121.13ms
iter 3700: loss 11.5741, time 121.68ms
iter 3710: loss 11.5858, time 121.61ms
iter 3720: loss 11.6654, time 121.81ms
iter 3730: loss 11.6658, time 121.56ms
iter 3740: loss 11.2275, time 121.82ms
step 3750: train loss 10.1344, val loss 10.1488
saving checkpoint to out-shakespeare-char
iter 3750: loss 11.6297, time 2914.65ms
iter 3760: loss 11.3832, time 121.98ms
iter 3770: loss 11.6072, time 121.96ms
iter 3780: loss 11.7167, time 122.07ms
iter 3790: loss 11.7008, time 121.81ms
iter 3800: loss 11.5010, time 122.01ms
iter 3810: loss 11.5097, time 121.83ms
iter 3820: loss 11.7074, time 121.98ms
iter 3830: loss 11.6268, time 121.99ms
iter 3840: loss 11.8273, time 121.89ms
iter 3850: loss 11.4600, time 121.92ms
iter 3860: loss 11.5309, time 121.93ms
iter 3870: loss 11.8267, time 121.75ms
iter 3880: loss 11.3999, time 122.03ms
iter 3890: loss 11.5194, time 121.80ms
iter 3900: loss 11.4931, time 121.90ms
iter 3910: loss 11.2422, time 120.64ms
iter 3920: loss 11.7606, time 121.83ms
iter 3930: loss 11.4712, time 122.29ms
iter 3940: loss 11.6171, time 122.10ms
iter 3950: loss 11.5151, time 121.81ms
iter 3960: loss 11.7111, time 121.98ms
iter 3970: loss 11.5383, time 122.01ms
iter 3980: loss 11.4907, time 121.92ms
iter 3990: loss 11.2962, time 121.98ms
step 4000: train loss 10.0453, val loss 10.0351
saving checkpoint to out-shakespeare-char
iter 4000: loss 11.5885, time 2898.85ms
iter 4010: loss 11.2704, time 123.19ms
iter 4020: loss 11.6388, time 121.77ms
iter 4030: loss 11.6703, time 123.27ms
iter 4040: loss 11.4598, time 121.74ms
iter 4050: loss 11.6195, time 122.08ms
iter 4060: loss 11.1861, time 121.78ms
iter 4070: loss 11.5345, time 122.26ms
iter 4080: loss 11.6606, time 121.78ms
iter 4090: loss 11.5907, time 122.86ms
iter 4100: loss 11.6229, time 121.82ms
iter 4110: loss 11.3531, time 122.78ms
iter 4120: loss 11.3464, time 121.92ms
iter 4130: loss 11.5649, time 122.98ms
iter 4140: loss 11.3236, time 121.64ms
iter 4150: loss 11.7438, time 123.17ms
iter 4160: loss 11.3215, time 121.75ms
iter 4170: loss 11.5748, time 122.85ms
iter 4180: loss 11.5649, time 121.70ms
iter 4190: loss 11.6199, time 122.69ms
iter 4200: loss 11.6113, time 122.14ms
iter 4210: loss 11.3580, time 122.83ms
iter 4220: loss 11.2947, time 121.92ms
iter 4230: loss 11.1867, time 122.84ms
iter 4240: loss 11.6711, time 121.83ms
step 4250: train loss 9.9574, val loss 9.9460
saving checkpoint to out-shakespeare-char
iter 4250: loss 11.3733, time 2898.51ms
iter 4260: loss 11.2417, time 121.95ms
iter 4270: loss 11.3291, time 121.71ms
iter 4280: loss 11.7148, time 121.72ms
iter 4290: loss 11.4368, time 121.71ms
iter 4300: loss 10.9453, time 121.47ms
iter 4310: loss 11.4731, time 121.63ms
iter 4320: loss 11.4240, time 121.37ms
iter 4330: loss 11.2314, time 121.58ms
iter 4340: loss 11.2316, time 121.46ms
iter 4350: loss 11.4927, time 121.55ms
iter 4360: loss 11.6339, time 121.46ms
iter 4370: loss 11.3752, time 122.34ms
iter 4380: loss 11.2277, time 121.43ms
iter 4390: loss 11.2569, time 121.59ms
iter 4400: loss 10.6192, time 121.45ms
iter 4410: loss 11.4802, time 121.67ms
iter 4420: loss 11.4017, time 121.86ms
iter 4430: loss 11.1790, time 121.77ms
iter 4440: loss 11.8498, time 121.81ms
iter 4450: loss 11.5331, time 121.54ms
iter 4460: loss 11.4680, time 121.88ms
iter 4470: loss 11.7787, time 121.94ms
iter 4480: loss 11.7684, time 121.67ms
iter 4490: loss 11.1888, time 121.89ms
step 4500: train loss 9.8653, val loss 9.8720
saving checkpoint to out-shakespeare-char
iter 4500: loss 11.3710, time 2901.89ms
iter 4510: loss 11.2892, time 122.17ms
iter 4520: loss 11.4652, time 124.79ms
iter 4530: loss 11.3140, time 121.88ms
iter 4540: loss 11.2570, time 125.07ms
iter 4550: loss 11.4171, time 121.68ms
iter 4560: loss 11.0960, time 125.01ms
iter 4570: loss 11.6571, time 121.98ms
iter 4580: loss 11.3571, time 124.99ms
iter 4590: loss 11.2143, time 122.10ms
iter 4600: loss 11.3115, time 125.06ms
iter 4610: loss 11.2755, time 122.42ms
iter 4620: loss 11.0373, time 124.60ms
iter 4630: loss 10.8068, time 122.16ms
iter 4640: loss 11.1268, time 124.96ms
iter 4650: loss 11.4338, time 121.66ms
iter 4660: loss 11.4617, time 124.10ms
iter 4670: loss 11.3811, time 122.13ms
iter 4680: loss 11.2672, time 124.59ms
iter 4690: loss 11.2258, time 121.95ms
iter 4700: loss 11.2259, time 125.00ms
iter 4710: loss 11.4811, time 121.51ms
iter 4720: loss 11.4401, time 124.36ms
iter 4730: loss 11.4650, time 120.88ms
iter 4740: loss 11.1958, time 124.54ms
step 4750: train loss 9.7672, val loss 9.7870
saving checkpoint to out-shakespeare-char
iter 4750: loss 11.3004, time 2890.06ms
iter 4760: loss 11.5312, time 121.53ms
iter 4770: loss 11.1183, time 124.69ms
iter 4780: loss 10.9940, time 121.30ms
iter 4790: loss 10.9756, time 124.71ms
iter 4800: loss 11.1375, time 121.42ms
iter 4810: loss 11.0653, time 124.34ms
iter 4820: loss 11.5315, time 121.07ms
iter 4830: loss 11.4717, time 124.39ms
iter 4840: loss 11.2244, time 122.48ms
iter 4850: loss 11.2747, time 124.69ms
iter 4860: loss 11.2322, time 121.97ms
iter 4870: loss 10.9947, time 124.31ms
iter 4880: loss 11.4661, time 122.45ms
iter 4890: loss 11.0973, time 124.89ms
iter 4900: loss 11.1656, time 122.08ms
iter 4910: loss 11.1399, time 125.19ms
iter 4920: loss 11.2298, time 122.33ms
iter 4930: loss 11.2473, time 124.91ms
iter 4940: loss 10.9879, time 122.04ms
iter 4950: loss 11.3741, time 124.69ms
iter 4960: loss 11.2159, time 122.37ms
iter 4970: loss 10.5853, time 124.50ms
iter 4980: loss 11.2549, time 121.67ms
iter 4990: loss 11.3212, time 125.07ms
step 5000: train loss 9.6842, val loss 9.6651
saving checkpoint to out-shakespeare-char
iter 5000: loss 11.3223, time 2910.67ms
iter 5010: loss 11.5989, time 121.79ms
iter 5020: loss 10.9854, time 125.51ms
iter 5030: loss 11.1943, time 121.97ms
iter 5040: loss 11.0537, time 124.70ms
iter 5050: loss 11.6495, time 122.00ms
iter 5060: loss 10.8724, time 124.61ms
iter 5070: loss 11.5061, time 122.04ms
iter 5080: loss 11.2826, time 125.35ms
iter 5090: loss 11.0323, time 122.18ms
iter 5100: loss 10.5957, time 125.42ms
iter 5110: loss 11.3095, time 122.05ms
iter 5120: loss 11.0562, time 124.71ms
iter 5130: loss 11.4320, time 121.82ms
iter 5140: loss 10.8733, time 125.07ms
iter 5150: loss 10.9657, time 122.11ms
iter 5160: loss 11.1356, time 125.09ms
iter 5170: loss 11.4683, time 121.97ms
iter 5180: loss 10.4597, time 125.15ms
iter 5190: loss 10.9871, time 121.96ms
iter 5200: loss 11.0129, time 124.66ms
iter 5210: loss 11.1047, time 122.52ms
iter 5220: loss 11.2083, time 125.09ms
iter 5230: loss 10.8558, time 122.16ms
iter 5240: loss 11.0666, time 124.89ms
step 5250: train loss 9.6123, val loss 9.5905
saving checkpoint to out-shakespeare-char
iter 5250: loss 11.1890, time 2900.70ms
iter 5260: loss 10.9800, time 121.95ms
iter 5270: loss 11.7224, time 122.03ms
iter 5280: loss 10.9962, time 122.00ms
iter 5290: loss 11.4983, time 121.80ms
iter 5300: loss 11.0400, time 121.97ms
iter 5310: loss 11.0009, time 122.19ms
iter 5320: loss 11.1060, time 121.90ms
iter 5330: loss 11.0286, time 122.00ms
iter 5340: loss 10.8171, time 121.89ms
iter 5350: loss 11.1386, time 122.08ms
iter 5360: loss 10.9525, time 121.98ms
iter 5370: loss 11.1009, time 121.92ms
iter 5380: loss 10.8830, time 121.87ms
iter 5390: loss 10.7788, time 122.02ms
iter 5400: loss 10.7447, time 122.11ms
iter 5410: loss 10.8071, time 121.93ms
iter 5420: loss 11.0601, time 121.85ms
iter 5430: loss 11.3779, time 121.99ms
iter 5440: loss 11.2467, time 122.00ms
iter 5450: loss 11.2382, time 122.11ms
iter 5460: loss 11.0128, time 122.53ms
iter 5470: loss 11.4327, time 122.21ms
iter 5480: loss 11.0931, time 122.34ms
iter 5490: loss 11.0571, time 122.05ms
step 5500: train loss 9.5257, val loss 9.5520
saving checkpoint to out-shakespeare-char
iter 5500: loss 11.1589, time 2896.90ms
iter 5510: loss 11.1295, time 121.47ms
iter 5520: loss 10.5436, time 122.87ms
iter 5530: loss 11.0505, time 121.83ms
iter 5540: loss 10.8149, time 121.88ms
iter 5550: loss 10.7997, time 121.64ms
iter 5560: loss 10.9008, time 121.41ms
iter 5570: loss 10.7166, time 121.59ms
iter 5580: loss 10.5790, time 121.59ms
iter 5590: loss 10.6824, time 121.61ms
iter 5600: loss 10.8278, time 121.32ms
iter 5610: loss 11.0490, time 121.57ms
iter 5620: loss 11.2321, time 121.43ms
iter 5630: loss 10.6312, time 122.03ms
iter 5640: loss 10.9272, time 121.24ms
iter 5650: loss 10.4456, time 121.78ms
iter 5660: loss 11.2607, time 121.85ms
iter 5670: loss 10.9651, time 121.63ms
iter 5680: loss 10.9335, time 121.48ms
iter 5690: loss 10.5079, time 121.36ms
iter 5700: loss 10.5492, time 121.84ms
iter 5710: loss 10.7522, time 121.89ms
iter 5720: loss 11.2465, time 121.77ms
iter 5730: loss 11.0202, time 121.49ms
iter 5740: loss 10.9660, time 121.43ms
step 5750: train loss 9.4648, val loss 9.4311
saving checkpoint to out-shakespeare-char
iter 5750: loss 11.1056, time 2907.23ms
iter 5760: loss 10.9076, time 122.71ms
iter 5770: loss 11.4481, time 122.04ms
iter 5780: loss 10.7241, time 121.69ms
iter 5790: loss 11.0634, time 122.18ms
iter 5800: loss 10.5386, time 121.68ms
iter 5810: loss 11.1681, time 122.24ms
iter 5820: loss 10.4260, time 122.54ms
iter 5830: loss 10.6304, time 121.65ms
iter 5840: loss 11.0905, time 122.09ms
iter 5850: loss 11.0735, time 121.20ms
iter 5860: loss 11.0646, time 120.92ms
iter 5870: loss 11.2098, time 119.89ms
iter 5880: loss 10.5983, time 122.07ms
iter 5890: loss 10.4222, time 120.03ms
iter 5900: loss 11.3596, time 121.27ms
